alpha,cl,cd,cm,cp_min,converged,diverged,rms_bl,note
22.5,1.4382363557815552,0.24291794002056122,-0.17260479927062988,-10.016951560974121,True,False,1.2660479114856571e-05,
22.75,1.426349401473999,0.25156381726264954,-0.18039076030254364,-9.63858413696289,True,False,3.421810833970085e-05,
23.0,1.4265847206115723,0.25651389360427856,-0.1848350316286087,-9.558836936950684,True,False,5.594400499830954e-05,
23.25,1.4180161952972412,0.2644984722137451,-0.19201891124248505,-9.209452629089355,True,False,1.1609263310674578e-05,
23.5,1.419889211654663,0.26902052760124207,-0.19612112641334534,-9.15006160736084,True,False,5.109502308187075e-05,
23.75,1.412551999092102,0.27697691321372986,-0.2032345086336136,-8.778275489807129,True,False,8.058244929998182e-06,
24.0,1.4158424139022827,0.281065434217453,-0.20699572563171387,-8.741364479064941,True,False,6.22262668912299e-05,
24.25,1.4086898565292358,0.2894147038459778,-0.21436412632465363,-8.306221961975098,True,False,2.367568049521651e-05,
24.5,1.4121185541152954,0.29353275895118713,-0.21818798780441284,-8.246137619018555,True,False,4.769817314809188e-05,
24.75,1.402281641960144,0.3037301003932953,-0.2269088327884674,-7.586839199066162,True,False,2.8474254577304237e-05,
25.0,1.3937760591506958,0.314344584941864,-0.23559468984603882,-6.911952495574951,True,False,1.8869042833102867e-05,
